what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.gmf.runtime.common.core,1.1.0.v20080425-1959,org.eclipse.gmf.runtime.common.core,1240526035218
started,bundle,org.eclipse.gmf.runtime.emf.commands.core,1.1.1.v20080716-1600,org.eclipse.gmf.runtime.emf.commands.core,1240526035250
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1240526035296
started,bundle,org.eclipse.emf.transaction,1.2.1.v200807161719,org.eclipse.emf.transaction,1240526091859
started,bundle,org.eclipse.gmf.runtime.emf.core,1.1.1.v20080716-1600,org.eclipse.gmf.runtime.emf.core,1240526091859
started,bundle,org.eclipse.emf.ecore.change,2.4.0.v200808251517,org.eclipse.emf.ecore.change,1240526091937
started,bundle,org.eclipse.emf.validation,1.2.0.v200807161729,org.eclipse.emf.validation,1240526092062
started,bundle,org.eclipse.gmf.runtime.common.ui,1.1.0.v20080512-1200,org.eclipse.gmf.runtime.common.ui,1240526092281
started,bundle,org.eclipse.draw2d,3.4.0.v20080529,org.eclipse.draw2d,1240526092312
started,bundle,org.eclipse.gmf.runtime.diagram.ui,1.1.2.v20080916-2008,org.eclipse.gmf.runtime.diagram.ui,1240526092359
started,bundle,org.eclipse.emf.validation.ui,1.2.0.v200805130238,org.eclipse.emf.validation.ui,1240526092828
started,bundle,org.eclipse.gef,3.4.1.v20080716,org.eclipse.gef,1240526093171
started,bundle,org.eclipse.ui.views.properties.tabbed,3.4.1.M20080730-0800,org.eclipse.ui.views.properties.tabbed,1240526093187
started,bundle,org.eclipse.gmf.runtime.diagram.ui.resources.editor,1.1.1.v20080716-1600,org.eclipse.gmf.runtime.diagram.ui.resources.editor,1240526093187
started,bundle,org.eclipse.gmf.runtime.gef.ui,1.1.1.v20080813-1510,org.eclipse.gmf.runtime.gef.ui,1240526093250
started,bundle,org.eclipse.gmf.runtime.common.ui.services.action,1.1.0.v20080507-2230,org.eclipse.gmf.runtime.common.ui.services.action,1240526093468
started,bundle,org.eclipse.gmf.runtime.common.ui.services,1.1.1.v20080718-1700,org.eclipse.gmf.runtime.common.ui.services,1240526093484
started,bundle,org.eclipse.gmf.runtime.diagram.ui.providers,1.1.2.v20080916-2008,org.eclipse.gmf.runtime.diagram.ui.providers,1240526093609
started,bundle,org.eclipse.gmf.runtime.diagram.ui.actions,1.1.2.v20080916-2008,org.eclipse.gmf.runtime.diagram.ui.actions,1240526093640
started,bundle,org.eclipse.gmf.runtime.common.ui.action,1.1.0.v20080425-1959,org.eclipse.gmf.runtime.common.ui.action,1240526093718
started,bundle,org.eclipse.emf.ecoretools.filters,0.8.0.v200806130600,org.eclipse.emf.ecoretools.filters,1240526094046
started,bundle,org.eclipse.gmf.runtime.diagram.ui.providers.ide,1.1.0.v20080425-1959,org.eclipse.gmf.runtime.diagram.ui.providers.ide,1240526094093
started,bundle,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.ide,1240526094109
started,bundle,org.eclipse.gmf.runtime.common.ui.action.ide,1.1.0.v20080425-1959,org.eclipse.gmf.runtime.common.ui.action.ide,1240526094140
started,bundle,org.eclipse.gmf.runtime.emf.type.core,1.1.1.v20080807-1325,org.eclipse.gmf.runtime.emf.type.core,1240526094593
