what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.emf.ecoretools.diagram.search,0.7.0.v200806130939,org.eclipse.emf.ecoretools.diagram.search,1240518565249
stopped,bundle,org.eclipse.uml2.diagram.clazz.search,0.7.0.v200806130939,org.eclipse.uml2.diagram.clazz.search,1240518565249
stopped,bundle,org.eclipse.uml2.search.common.ui,0.7.0.v200806130939,org.eclipse.uml2.search.common.ui,1240518565249
stopped,bundle,org.eclipse.emf.search.common.ui,0.7.0.v200806130939,org.eclipse.emf.search.common.ui,1240518565249
stopped,bundle,org.eclipse.uml2.search.ocl.ui,0.7.0.v200806130939,org.eclipse.uml2.search.ocl.ui,1240518565249
stopped,bundle,org.eclipse.emf.search.ecore.ocl.ui,0.7.0.v200806130939,org.eclipse.emf.search.ecore.ocl.ui,1240518565249
stopped,bundle,org.eclipse.uml2.search.ui,0.7.0.v200806130939,org.eclipse.uml2.search.ui,1240518565249
stopped,bundle,org.eclipse.emf.search.ecore.ui,0.7.0.v200806130939,org.eclipse.emf.search.ecore.ui,1240518565249
stopped,bundle,org.eclipse.emf.search.ui,0.7.0.v200806130939,org.eclipse.emf.search.ui,1240518565249
stopped,bundle,org.eclipse.uml2.search.ocl,0.7.0.v200806130939,org.eclipse.uml2.search.ocl,1240518565249
stopped,bundle,org.eclipse.uml2.search,0.7.0.v200806130939,org.eclipse.uml2.search,1240518565249
stopped,bundle,org.eclipse.emf.search.common,0.7.0.v200806130939,org.eclipse.emf.search.common,1240518565249
stopped,bundle,org.eclipse.emf.search.ecore.ocl,0.7.0.v200806130939,org.eclipse.emf.search.ecore.ocl,1240518565249
stopped,bundle,org.eclipse.emf.search.genmodel,0.7.0.v200806130939,org.eclipse.emf.search.genmodel,1240518565249
stopped,bundle,org.eclipse.emf.search.ecore,0.7.0.v200806130939,org.eclipse.emf.search.ecore,1240518565249
stopped,bundle,org.eclipse.emf.search.ocl.ui,0.7.0.v200806130939,org.eclipse.emf.search.ocl.ui,1240518565249
stopped,bundle,org.eclipse.emf.search.ocl,0.7.0.v200806130939,org.eclipse.emf.search.ocl,1240518565249
stopped,bundle,org.eclipse.emf.search,0.7.0.v200806130939,org.eclipse.emf.search,1240518565249
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.bugzilla.ui,1240518565249
stopped,bundle,org.eclipse.mylyn.ide.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.ide.ui,1240518565249
stopped,bundle,org.eclipse.mylyn.team.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.team.ui,1240518565249
stopped,bundle,org.eclipse.mylyn.resources.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.resources.ui,1240518565249
stopped,bundle,org.eclipse.mylyn.context.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.context.ui,1240518565249
stopped,bundle,org.eclipse.mylyn.help.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.help.ui,1240518565249
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.tasks.bugs,1240518565249
